SampleYear,Site,DepthZone,Species,SpeciesGroupF,Latitude,Longitude,Density_m2,,,
2018,Burial Grounds,Inner,Leptogorgia alba,gorgonians,33.72541,-118.34695,0,,,
2018,Burial Grounds,Inner,Leptogorgia chilensis,gorgonians,33.72541,-118.34695,0,,,
2018,Burial Grounds,Inner,Muricea californica,gorgonians,33.72541,-118.34695,0,,,
2018,Burial Grounds,Inner,Muricea fruticosa,gorgonians,33.72541,-118.34695,0,,,
2018,Burial Grounds,Middle,Eugorgia rubens,gorgonians,33.72437,-118.34743,0,,,
2018,Burial Grounds,Middle,Leptogorgia alba,gorgonians,33.72437,-118.34743,0,,,
2018,Burial Grounds,Middle,Leptogorgia chilensis,gorgonians,33.72437,-118.34743,0,,,
2018,Burial Grounds,Middle,Muricea californica,gorgonians,33.72437,-118.34743,0,,,
2018,Burial Grounds,Middle,Muricea fruticosa,gorgonians,33.72437,-118.34743,0,,,
2018,Burial Grounds,Outer,Eugorgia rubens,gorgonians,33.72333,-118.34777,0,,,
2018,Burial Grounds,Outer,Leptogorgia alba,gorgonians,33.72333,-118.34777,0,,,
2018,Burial Grounds,Outer,Leptogorgia chilensis,gorgonians,33.72333,-118.34777,0,,,
2018,Burial Grounds,Outer,Muricea californica,gorgonians,33.72333,-118.34777,0.1,,,
2018,Burial Grounds,Outer,Muricea fruticosa,gorgonians,33.72333,-118.34777,0.008333333,,,
2018,Burial Grounds,Deep,Eugorgia rubens,gorgonians,33.72206,-118.34868,0.166666667,,,
2018,Burial Grounds,Deep,Leptogorgia alba,gorgonians,33.72206,-118.34868,0,,,
2018,Burial Grounds,Deep,Leptogorgia chilensis,gorgonians,33.72206,-118.34868,0.5,,,
2018,Burial Grounds,Deep,Muricea californica,gorgonians,33.72206,-118.34868,1.308333333,,,
2018,Burial Grounds,Deep,Muricea fruticosa,gorgonians,33.72206,-118.34868,0.108333333,,,
2018,Old 18th,Inner,Eugorgia rubens,gorgonians,33.72405,-118.3431,0,,,
2018,Old 18th,Inner,Leptogorgia alba,gorgonians,33.72405,-118.3431,0,,,
2018,Old 18th,Inner,Leptogorgia chilensis,gorgonians,33.72405,-118.3431,0,,,
2018,Old 18th,Inner,Muricea californica,gorgonians,33.72405,-118.3431,0,,,
2018,Old 18th,Inner,Muricea fruticosa,gorgonians,33.72405,-118.3431,0,,,
2018,Old 18th,Middle,Eugorgia rubens,gorgonians,33.72309,-118.34377,0,,,
2018,Old 18th,Middle,Leptogorgia alba,gorgonians,33.72309,-118.34377,0,,,
2018,Old 18th,Middle,Leptogorgia chilensis,gorgonians,33.72309,-118.34377,0,,,
2018,Old 18th,Middle,Muricea californica,gorgonians,33.72309,-118.34377,0,,,
2018,Old 18th,Middle,Muricea fruticosa,gorgonians,33.72309,-118.34377,0,,,
2018,Old 18th,Outer,Eugorgia rubens,gorgonians,33.7221,-118.34451,0,,,
2018,Old 18th,Outer,Leptogorgia alba,gorgonians,33.7221,-118.34451,0,,,
2018,Old 18th,Outer,Leptogorgia chilensis,gorgonians,33.7221,-118.34451,0,,,
2018,Old 18th,Outer,Muricea californica,gorgonians,33.7221,-118.34451,0.266666667,,,
2018,Old 18th,Outer,Muricea fruticosa,gorgonians,33.7221,-118.34451,0,,,
2018,Old 18th,Deep,Eugorgia rubens,gorgonians,33.72096,-118.34545,0,,,
2018,Old 18th,Deep,Leptogorgia alba,gorgonians,33.72096,-118.34545,0,,,
2018,Old 18th,Deep,Leptogorgia chilensis,gorgonians,33.72096,-118.34545,0.008333333,,,
2018,Old 18th,Deep,Muricea californica,gorgonians,33.72096,-118.34545,0,,,
2018,Old 18th,Deep,Muricea fruticosa,gorgonians,33.72096,-118.34545,0,,,
2018,Cape Point,Inner,Eugorgia rubens,gorgonians,33.72256,-118.33942,0,,,
2018,Cape Point,Inner,Leptogorgia alba,gorgonians,33.72256,-118.33942,0,,,
2018,Cape Point,Inner,Leptogorgia chilensis,gorgonians,33.72256,-118.33942,0,,,
2018,Cape Point,Inner,Muricea californica,gorgonians,33.72256,-118.33942,0,,,
2018,Cape Point,Inner,Muricea fruticosa,gorgonians,33.72256,-118.33942,0,,,
2018,Cape Point,Middle,Eugorgia rubens,gorgonians,33.72164,-118.34029,0,,,
2018,Cape Point,Middle,Leptogorgia alba,gorgonians,33.72164,-118.34029,0,,,
2018,Cape Point,Middle,Leptogorgia chilensis,gorgonians,33.72164,-118.34029,0,,,
2018,Cape Point,Middle,Muricea californica,gorgonians,33.72164,-118.34029,0,,,
2018,Cape Point,Middle,Muricea fruticosa,gorgonians,33.72164,-118.34029,0,,,
2018,Cape Point,Outer,Eugorgia rubens,gorgonians,33.72008,-118.34068,0,,,
2018,Cape Point,Outer,Leptogorgia alba,gorgonians,33.72008,-118.34068,0,,,
2018,Cape Point,Outer,Leptogorgia chilensis,gorgonians,33.72008,-118.34068,0,,,
2018,Cape Point,Outer,Muricea californica,gorgonians,33.72008,-118.34068,0.066666667,,,
2018,Cape Point,Outer,Muricea fruticosa,gorgonians,33.72008,-118.34068,0.008333333,,,
2018,Cape Point,Deep,Eugorgia rubens,gorgonians,33.71822,-118.34137,0.083333333,,,
2018,Cape Point,Deep,Leptogorgia alba,gorgonians,33.71822,-118.34137,0,,,
2018,Cape Point,Deep,Leptogorgia chilensis,gorgonians,33.71822,-118.34137,0.2,,,
2018,Cape Point,Deep,Muricea californica,gorgonians,33.71822,-118.34137,0.808333333,,,
2018,Cape Point,Deep,Muricea fruticosa,gorgonians,33.71822,-118.34137,0.025,,,
2018,KOU Rock,Inner,Eugorgia rubens,gorgonians,33.7213,-118.33694,0,,,
2018,KOU Rock,Inner,Leptogorgia alba,gorgonians,33.7213,-118.33694,0,,,
2018,KOU Rock,Inner,Leptogorgia chilensis,gorgonians,33.7213,-118.33694,0,,,
2018,KOU Rock,Inner,Muricea californica,gorgonians,33.7213,-118.33694,0,,,
2018,KOU Rock,Inner,Muricea fruticosa,gorgonians,33.7213,-118.33694,0,,,
2018,KOU Rock,Middle,Eugorgia rubens,gorgonians,33.7205,-118.33742,0,,,
2018,KOU Rock,Middle,Leptogorgia alba,gorgonians,33.7205,-118.33742,0,,,
2018,KOU Rock,Middle,Leptogorgia chilensis,gorgonians,33.7205,-118.33742,0,,,
2018,KOU Rock,Middle,Muricea californica,gorgonians,33.7205,-118.33742,0,,,
2018,KOU Rock,Middle,Muricea fruticosa,gorgonians,33.7205,-118.33742,0,,,
2018,KOU Rock,Outer,Eugorgia rubens,gorgonians,33.71771,-118.33913,0,,,
2018,KOU Rock,Outer,Leptogorgia alba,gorgonians,33.71771,-118.33913,0,,,
2018,KOU Rock,Outer,Leptogorgia chilensis,gorgonians,33.71771,-118.33913,0.116666667,,,
2018,KOU Rock,Outer,Muricea californica,gorgonians,33.71771,-118.33913,0.7,,,
2018,KOU Rock,Outer,Muricea fruticosa,gorgonians,33.71771,-118.33913,0.016666667,,,
2018,KOU Rock,Deep,Eugorgia rubens,gorgonians,33.7172,-118.33928,0.041666667,,,
2018,KOU Rock,Deep,Leptogorgia alba,gorgonians,33.7172,-118.33928,0,,,
2018,KOU Rock,Deep,Leptogorgia chilensis,gorgonians,33.7172,-118.33928,0.083333333,,,
2018,KOU Rock,Deep,Muricea californica,gorgonians,33.7172,-118.33928,0.266666667,,,
2018,KOU Rock,Deep,Muricea fruticosa,gorgonians,33.7172,-118.33928,0.016666667,,,
2018,3 Palms West,Inner,Eugorgia rubens,gorgonians,33.72066,-118.33399,0,,,
2018,3 Palms West,Inner,Leptogorgia alba,gorgonians,33.72066,-118.33399,0,,,
2018,3 Palms West,Inner,Leptogorgia chilensis,gorgonians,33.72066,-118.33399,0,,,
2018,3 Palms West,Inner,Muricea californica,gorgonians,33.72066,-118.33399,0,,,
2018,3 Palms West,Inner,Muricea fruticosa,gorgonians,33.72066,-118.33399,0,,,
2018,3 Palms West,Middle,Eugorgia rubens,gorgonians,33.71948,-118.3349,0,,,
2018,3 Palms West,Middle,Leptogorgia alba,gorgonians,33.71948,-118.3349,0,,,
2018,3 Palms West,Middle,Leptogorgia chilensis,gorgonians,33.71948,-118.3349,0,,,
2018,3 Palms West,Middle,Muricea californica,gorgonians,33.71948,-118.3349,0,,,
2018,3 Palms West,Middle,Muricea fruticosa,gorgonians,33.71948,-118.3349,0,,,
2018,3 Palms West,Outer,Eugorgia rubens,gorgonians,33.71802,-118.33533,0,,,
2018,3 Palms West,Outer,Leptogorgia alba,gorgonians,33.71802,-118.33533,0,,,
2018,3 Palms West,Outer,Leptogorgia chilensis,gorgonians,33.71802,-118.33533,0,,,
2018,3 Palms West,Outer,Muricea californica,gorgonians,33.71802,-118.33533,0.025,,,
2018,3 Palms West,Outer,Muricea fruticosa,gorgonians,33.71802,-118.33533,0,,,
2018,3 Palms West,Deep,Eugorgia rubens,gorgonians,33.71594,-118.33688,0.008333333,,,
2018,3 Palms West,Deep,Leptogorgia alba,gorgonians,33.71594,-118.33688,0,,,
2018,3 Palms West,Deep,Leptogorgia chilensis,gorgonians,33.71594,-118.33688,0.041666667,,,
2018,3 Palms West,Deep,Muricea californica,gorgonians,33.71594,-118.33688,0.3,,,
2018,3 Palms West,Deep,Muricea fruticosa,gorgonians,33.71594,-118.33688,0.008333333,,,
2018,3 Palms East,Inner,Eugorgia rubens,gorgonians,33.719,-118.3318,0,,,
2018,3 Palms East,Inner,Leptogorgia alba,gorgonians,33.719,-118.3318,0,,,
2018,3 Palms East,Inner,Leptogorgia chilensis,gorgonians,33.719,-118.3318,0,,,
2018,3 Palms East,Inner,Muricea californica,gorgonians,33.719,-118.3318,0,,,
2018,3 Palms East,Inner,Muricea fruticosa,gorgonians,33.719,-118.3318,0,,,
2018,3 Palms East,Middle,Eugorgia rubens,gorgonians,33.71801,-118.3315,0,,,
2018,3 Palms East,Middle,Leptogorgia alba,gorgonians,33.71801,-118.3315,0,,,
2018,3 Palms East,Middle,Leptogorgia chilensis,gorgonians,33.71801,-118.3315,0,,,
2018,3 Palms East,Middle,Muricea californica,gorgonians,33.71801,-118.3315,0,,,
2018,3 Palms East,Middle,Muricea fruticosa,gorgonians,33.71801,-118.3315,0,,,
2018,3 Palms East,Outer,Eugorgia rubens,gorgonians,33.71668,-118.33309,0,,,
2018,3 Palms East,Outer,Leptogorgia alba,gorgonians,33.71668,-118.33309,0,,,
2018,3 Palms East,Outer,Leptogorgia chilensis,gorgonians,33.71668,-118.33309,0,,,
2018,3 Palms East,Outer,Muricea californica,gorgonians,33.71668,-118.33309,0,,,
2018,3 Palms East,Outer,Muricea fruticosa,gorgonians,33.71668,-118.33309,0,,,
2018,3 Palms East,Deep,Eugorgia rubens,gorgonians,33.7142,-118.33394,0,,,
2018,3 Palms East,Deep,Leptogorgia alba,gorgonians,33.7142,-118.33394,0,,,
2018,3 Palms East,Deep,Leptogorgia chilensis,gorgonians,33.7142,-118.33394,0.058333333,,,
2018,3 Palms East,Deep,Muricea californica,gorgonians,33.7142,-118.33394,0.075,,,
2018,3 Palms East,Deep,Muricea fruticosa,gorgonians,33.7142,-118.33394,0.008333333,,,
2018,Whites Point,Inner,Eugorgia rubens,gorgonians,33.71674,-118.32509,0,,,
2018,Whites Point,Inner,Leptogorgia alba,gorgonians,33.71674,-118.32509,0,,,
2018,Whites Point,Inner,Leptogorgia chilensis,gorgonians,33.71674,-118.32509,0,,,
2018,Whites Point,Inner,Muricea californica,gorgonians,33.71674,-118.32509,0,,,
2018,Whites Point,Inner,Muricea fruticosa,gorgonians,33.71674,-118.32509,0,,,
2018,Whites Point,Middle,Eugorgia rubens,gorgonians,33.71506,-118.32398,0,,,
2018,Whites Point,Middle,Leptogorgia alba,gorgonians,33.71506,-118.32398,0,,,
2018,Whites Point,Middle,Leptogorgia chilensis,gorgonians,33.71506,-118.32398,0,,,
2018,Whites Point,Middle,Muricea californica,gorgonians,33.71506,-118.32398,0.016666667,,,
2018,Whites Point,Middle,Muricea fruticosa,gorgonians,33.71506,-118.32398,0,,,
2018,Whites Point,Outer,Eugorgia rubens,gorgonians,33.71446,-118.3254,0,,,
2018,Whites Point,Outer,Leptogorgia alba,gorgonians,33.71446,-118.3254,0,,,
2018,Whites Point,Outer,Leptogorgia chilensis,gorgonians,33.71446,-118.3254,0.008333333,,,
2018,Whites Point,Outer,Muricea californica,gorgonians,33.71446,-118.3254,0.1,,,
2018,Whites Point,Outer,Muricea fruticosa,gorgonians,33.71446,-118.3254,0.008333333,,,
2018,Cairns,Inner,Eugorgia rubens,gorgonians,33.7111,-118.3088,0,,,
2018,Cairns,Inner,Leptogorgia alba,gorgonians,33.7111,-118.3088,0,,,
2018,Cairns,Inner,Leptogorgia chilensis,gorgonians,33.7111,-118.3088,0,,,
2018,Cairns,Inner,Muricea californica,gorgonians,33.7111,-118.3088,0,,,
2018,Cairns,Inner,Muricea fruticosa,gorgonians,33.7111,-118.3088,0,,,
2018,Cairns,Middle,Eugorgia rubens,gorgonians,33.70944,-118.30898,0,,,
2018,Cairns,Middle,Leptogorgia alba,gorgonians,33.70944,-118.30898,0,,,
2018,Cairns,Middle,Leptogorgia chilensis,gorgonians,33.70944,-118.30898,0,,,
2018,Cairns,Middle,Muricea californica,gorgonians,33.70944,-118.30898,0,,,
2018,Cairns,Middle,Muricea fruticosa,gorgonians,33.70944,-118.30898,0,,,
2018,Cairns,Outer,Eugorgia rubens,gorgonians,33.70753,-118.30995,0,,,
2018,Cairns,Outer,Leptogorgia alba,gorgonians,33.70753,-118.30995,0,,,
2018,Cairns,Outer,Leptogorgia chilensis,gorgonians,33.70753,-118.30995,0.041666667,,,
2018,Cairns,Outer,Muricea californica,gorgonians,33.70753,-118.30995,0.491666667,,,
2018,Cairns,Outer,Muricea fruticosa,gorgonians,33.70753,-118.30995,0.008333333,,,
2018,Point Fermin,Inner,Eugorgia rubens,gorgonians,33.70764,-118.29862,0,,,
2018,Point Fermin,Inner,Leptogorgia alba,gorgonians,33.70764,-118.29862,0,,,
2018,Point Fermin,Inner,Leptogorgia chilensis,gorgonians,33.70764,-118.29862,0,,,
2018,Point Fermin,Inner,Muricea californica,gorgonians,33.70764,-118.29862,0,,,
2018,Point Fermin,Inner,Muricea fruticosa,gorgonians,33.70764,-118.29862,0,,,
2018,Point Fermin,Middle,Eugorgia rubens,gorgonians,33.70645,-118.29944,0,,,
2018,Point Fermin,Middle,Leptogorgia alba,gorgonians,33.70645,-118.29944,0,,,
2018,Point Fermin,Middle,Leptogorgia chilensis,gorgonians,33.70645,-118.29944,0,,,
2018,Point Fermin,Middle,Muricea californica,gorgonians,33.70645,-118.29944,0.108333333,,,
2018,Point Fermin,Middle,Muricea fruticosa,gorgonians,33.70645,-118.29944,0.008333333,,,
2018,Point Fermin,Outer,Eugorgia rubens,gorgonians,33.70563,-118.2998,0,,,
2018,Point Fermin,Outer,Leptogorgia alba,gorgonians,33.70563,-118.2998,0,,,
2018,Point Fermin,Outer,Leptogorgia chilensis,gorgonians,33.70563,-118.2998,0.025,,,
2018,Point Fermin,Outer,Muricea californica,gorgonians,33.70563,-118.2998,0.75,,,
2018,Point Fermin,Outer,Muricea fruticosa,gorgonians,33.70563,-118.2998,0.083333333,,,
2018,Santa Monica AR - A,ARM,Eugorgia rubens,gorgonians,34.00956,-118.53043,0,,,
2018,Santa Monica AR - A,ARM,Leptogorgia alba,gorgonians,34.00956,-118.53043,0,,,
2018,Santa Monica AR - A,ARM,Leptogorgia chilensis,gorgonians,34.00956,-118.53043,0.183333333,,,
2018,Santa Monica AR - A,ARM,Muricea californica,gorgonians,34.00956,-118.53043,3.791666667,,,
2018,Santa Monica AR - A,ARM,Muricea fruticosa,gorgonians,34.00956,-118.53043,0.191666667,,,
2018,Santa Monica AR - B,ARM,Eugorgia rubens,gorgonians,34.00916,-118.53118,0,,,
2018,Santa Monica AR - B,ARM,Leptogorgia alba,gorgonians,34.00916,-118.53118,0,,,
2018,Santa Monica AR - B,ARM,Leptogorgia chilensis,gorgonians,34.00916,-118.53118,0.258333333,,,
2018,Santa Monica AR - B,ARM,Muricea californica,gorgonians,34.00916,-118.53118,2.016666667,,,
2018,Santa Monica AR - B,ARM,Muricea fruticosa,gorgonians,34.00916,-118.53118,0.108333333,,,
2018,Santa Monica AR - C,ARM,Eugorgia rubens,gorgonians,34.00891,-118.53071,0,,,
2018,Santa Monica AR - C,ARM,Leptogorgia alba,gorgonians,34.00891,-118.53071,0,,,
2018,Santa Monica AR - C,ARM,Leptogorgia chilensis,gorgonians,34.00891,-118.53071,0.025,,,
2018,Santa Monica AR - C,ARM,Muricea californica,gorgonians,34.00891,-118.53071,1.791666667,,,
2018,Santa Monica AR - C,ARM,Muricea fruticosa,gorgonians,34.00891,-118.53071,0.075,,,
2018,Marina del Rey AR - K,ARM,Eugorgia rubens,gorgonians,33.96887,-118.48758,0,,,
2018,Marina del Rey AR - K,ARM,Leptogorgia alba,gorgonians,33.96887,-118.48758,0,,,
2018,Marina del Rey AR - K,ARM,Leptogorgia chilensis,gorgonians,33.96887,-118.48758,0.475,,,
2018,Marina del Rey AR - K,ARM,Muricea californica,gorgonians,33.96887,-118.48758,2.783333333,,,
2018,Marina del Rey AR - K,ARM,Muricea fruticosa,gorgonians,33.96887,-118.48758,0.183333333,,,
2018,Marina del Rey AR - I,ARM,Eugorgia rubens,gorgonians,33.96851,-118.48578,0,,,
2018,Marina del Rey AR - I,ARM,Leptogorgia alba,gorgonians,33.96851,-118.48578,0,,,
2018,Marina del Rey AR - I,ARM,Leptogorgia chilensis,gorgonians,33.96851,-118.48578,0.191666667,,,
2018,Marina del Rey AR - I,ARM,Muricea californica,gorgonians,33.96851,-118.48578,2.891666667,,,
2018,Marina del Rey AR - I,ARM,Muricea fruticosa,gorgonians,33.96851,-118.48578,0.091666667,,,
2018,Marina del Rey AR - F,ARM,Eugorgia rubens,gorgonians,33.96755,-118.48666,0,,,
2018,Marina del Rey AR - F,ARM,Leptogorgia alba,gorgonians,33.96755,-118.48666,0,,,
2018,Marina del Rey AR - F,ARM,Leptogorgia chilensis,gorgonians,33.96755,-118.48666,0.55,,,
2018,Marina del Rey AR - F,ARM,Muricea californica,gorgonians,33.96755,-118.48666,3.941666667,,,
2018,Marina del Rey AR - F,ARM,Muricea fruticosa,gorgonians,33.96755,-118.48666,0.116666667,,,
2018,Hermosa Beach AR - Giants,ARM,Eugorgia rubens,gorgonians,33.8537,-118.41297,0,,,
2018,Hermosa Beach AR - Giants,ARM,Leptogorgia alba,gorgonians,33.8537,-118.41297,0,,,
2018,Hermosa Beach AR - Giants,ARM,Leptogorgia chilensis,gorgonians,33.8537,-118.41297,0.191666667,,,
2018,Hermosa Beach AR - Giants,ARM,Muricea californica,gorgonians,33.8537,-118.41297,1.25,,,
2018,Hermosa Beach AR - Giants,ARM,Muricea fruticosa,gorgonians,33.8537,-118.41297,0.083333333,,,
2019,Nicholas Canyon West,Inner,Eugorgia rubens,gorgonians,34.03996,-118.92427,0,,,
2019,Nicholas Canyon West,Inner,Leptogorgia alba,gorgonians,34.03996,-118.92427,0,,,
2019,Nicholas Canyon West,Inner,Leptogorgia chilensis,gorgonians,34.03996,-118.92427,0,,,
2019,Nicholas Canyon West,Inner,Muricea californica,gorgonians,34.03996,-118.92427,0,,,
2019,Nicholas Canyon West,Inner,Muricea fruticosa,gorgonians,34.03996,-118.92427,0,,,
2019,Nicholas Canyon West,Middle,Eugorgia rubens,gorgonians,34.0382,-118.91257,0,,,
2019,Nicholas Canyon West,Middle,Leptogorgia alba,gorgonians,34.0382,-118.91257,0,,,
2019,Nicholas Canyon West,Middle,Leptogorgia chilensis,gorgonians,34.0382,-118.91257,0.008333333,,,
2019,Nicholas Canyon West,Middle,Muricea californica,gorgonians,34.0382,-118.91257,0.283333333,,,
2019,Nicholas Canyon West,Middle,Muricea fruticosa,gorgonians,34.0382,-118.91257,0,,,
2019,Nicholas Canyon West,Outer,Eugorgia rubens,gorgonians,34.0368,-118.91181,0,,,
2019,Nicholas Canyon West,Outer,Leptogorgia alba,gorgonians,34.0368,-118.91181,0,,,
2019,Nicholas Canyon West,Outer,Leptogorgia chilensis,gorgonians,34.0368,-118.91181,0.175,,,
2019,Nicholas Canyon West,Outer,Muricea californica,gorgonians,34.0368,-118.91181,0.641666667,,,
2019,Nicholas Canyon West,Outer,Muricea fruticosa,gorgonians,34.0368,-118.91181,0.016666667,,,
2019,Lechuza,Inner,Eugorgia rubens,gorgonians,34.03505,-118.87098,0,,,
2019,Lechuza,Inner,Leptogorgia alba,gorgonians,34.03505,-118.87098,0,,,
2019,Lechuza,Inner,Leptogorgia chilensis,gorgonians,34.03505,-118.87098,0,,,
2019,Lechuza,Inner,Muricea californica,gorgonians,34.03505,-118.87098,0.316666667,,,
2019,Lechuza,Inner,Muricea fruticosa,gorgonians,34.03505,-118.87098,0,,,
2019,Lechuza,Middle,Eugorgia rubens,gorgonians,34.03505,-118.87098,0,,,
2019,Lechuza,Middle,Leptogorgia alba,gorgonians,34.03505,-118.87098,0,,,
2019,Lechuza,Middle,Leptogorgia chilensis,gorgonians,34.03505,-118.87098,0.108333333,,,
2019,Lechuza,Middle,Muricea californica,gorgonians,34.03505,-118.87098,2.5,,,
2019,Lechuza,Middle,Muricea fruticosa,gorgonians,34.03505,-118.87098,0.008333333,,,
2019,Point Dume,Inner,Eugorgia rubens,gorgonians,33.99899,-118.80577,0,,,
2019,Point Dume,Inner,Leptogorgia alba,gorgonians,33.99899,-118.80577,0,,,
2019,Point Dume,Inner,Leptogorgia chilensis,gorgonians,33.99899,-118.80577,0,,,
2019,Point Dume,Inner,Muricea californica,gorgonians,33.99899,-118.80577,0.016666667,,,
2019,Point Dume,Inner,Muricea fruticosa,gorgonians,33.99899,-118.80577,0,,,
2019,Point Dume,Middle,Eugorgia rubens,gorgonians,33.99893,-118.80638,0,,,
2019,Point Dume,Middle,Leptogorgia alba,gorgonians,33.99893,-118.80638,0,,,
2019,Point Dume,Middle,Leptogorgia chilensis,gorgonians,33.99893,-118.80638,0,,,
2019,Point Dume,Middle,Muricea californica,gorgonians,33.99893,-118.80638,0.675,,,
2019,Point Dume,Middle,Muricea fruticosa,gorgonians,33.99893,-118.80638,0,,,
2019,Point Dume,Outer,Eugorgia rubens,gorgonians,33.99888,-118.80612,0,,,
2019,Point Dume,Outer,Leptogorgia alba,gorgonians,33.99888,-118.80612,0,,,
2019,Point Dume,Outer,Leptogorgia chilensis,gorgonians,33.99888,-118.80612,0.025,,,
2019,Point Dume,Outer,Muricea californica,gorgonians,33.99888,-118.80612,1.558333333,,,
2019,Point Dume,Outer,Muricea fruticosa,gorgonians,33.99888,-118.80612,0.05,,,
2019,Little Dume West,Inner,Eugorgia rubens,gorgonians,34.00613,-118.7916,0,,,
2019,Little Dume West,Inner,Leptogorgia alba,gorgonians,34.00613,-118.7916,0,,,
2019,Little Dume West,Inner,Leptogorgia chilensis,gorgonians,34.00613,-118.7916,0,,,
2019,Little Dume West,Inner,Muricea californica,gorgonians,34.00613,-118.7916,0,,,
2019,Little Dume West,Inner,Muricea fruticosa,gorgonians,34.00613,-118.7916,0,,,
2019,Little Dume West,Middle,Eugorgia rubens,gorgonians,34.0066,-118.79123,0,,,
2019,Little Dume West,Middle,Leptogorgia alba,gorgonians,34.0066,-118.79123,0,,,
2019,Little Dume West,Middle,Leptogorgia chilensis,gorgonians,34.0066,-118.79123,0,,,
2019,Little Dume West,Middle,Muricea californica,gorgonians,34.0066,-118.79123,0,,,
2019,Little Dume West,Middle,Muricea fruticosa,gorgonians,34.0066,-118.79123,0,,,
2019,Little Dume West,Outer,Eugorgia rubens,gorgonians,34.00492,-118.78915,0,,,
2019,Little Dume West,Outer,Leptogorgia alba,gorgonians,34.00492,-118.78915,0,,,
2019,Little Dume West,Outer,Leptogorgia chilensis,gorgonians,34.00492,-118.78915,0,,,
2019,Little Dume West,Outer,Muricea californica,gorgonians,34.00492,-118.78915,0,,,
2019,Little Dume West,Outer,Muricea fruticosa,gorgonians,34.00492,-118.78915,0,,,
2019,Escondido West,Inner,Eugorgia rubens,gorgonians,34.02074,-118.77306,0,,,
2019,Escondido West,Inner,Leptogorgia alba,gorgonians,34.02074,-118.77306,0,,,
2019,Escondido West,Inner,Leptogorgia chilensis,gorgonians,34.02074,-118.77306,0,,,
2019,Escondido West,Inner,Muricea californica,gorgonians,34.02074,-118.77306,0.425,,,
2019,Escondido West,Inner,Muricea fruticosa,gorgonians,34.02074,-118.77306,0,,,
2019,Escondido West,Middle,Eugorgia rubens,gorgonians,34.01967,-118.77429,0,,,
2019,Escondido West,Middle,Leptogorgia alba,gorgonians,34.01967,-118.77429,0,,,
2019,Escondido West,Middle,Leptogorgia chilensis,gorgonians,34.01967,-118.77429,0.025,,,
2019,Escondido West,Middle,Muricea californica,gorgonians,34.01967,-118.77429,0.466666667,,,
2019,Escondido West,Middle,Muricea fruticosa,gorgonians,34.01967,-118.77429,0.008333333,,,
2019,Flat Rock North,Inner,Eugorgia rubens,gorgonians,33.80023,-118.40684,0,,,
2019,Flat Rock North,Inner,Leptogorgia alba,gorgonians,33.80023,-118.40684,0,,,
2019,Flat Rock North,Inner,Leptogorgia chilensis,gorgonians,33.80023,-118.40684,0,,,
2019,Flat Rock North,Inner,Muricea californica,gorgonians,33.80023,-118.40684,0,,,
2019,Flat Rock North,Inner,Muricea fruticosa,gorgonians,33.80023,-118.40684,0,,,
2019,Flat Rock North,Middle,Eugorgia rubens,gorgonians,33.80118,-118.40722,0,,,
2019,Flat Rock North,Middle,Leptogorgia alba,gorgonians,33.80118,-118.40722,0,,,
2019,Flat Rock North,Middle,Leptogorgia chilensis,gorgonians,33.80118,-118.40722,0,,,
2019,Flat Rock North,Middle,Muricea californica,gorgonians,33.80118,-118.40722,0,,,
2019,Flat Rock North,Middle,Muricea fruticosa,gorgonians,33.80118,-118.40722,0,,,
2019,Flat Rock South,Inner,Eugorgia rubens,gorgonians,33.79615,-118.41076,0,,,
2019,Flat Rock South,Inner,Leptogorgia alba,gorgonians,33.79615,-118.41076,0,,,
2019,Flat Rock South,Inner,Leptogorgia chilensis,gorgonians,33.79615,-118.41076,0,,,
2019,Flat Rock South,Inner,Muricea californica,gorgonians,33.79615,-118.41076,0,,,
2019,Flat Rock South,Inner,Muricea fruticosa,gorgonians,33.79615,-118.41076,0,,,
2019,Flat Rock South,Middle,Eugorgia rubens,gorgonians,33.79626,-118.41255,0,,,
2019,Flat Rock South,Middle,Leptogorgia alba,gorgonians,33.79626,-118.41255,0,,,
2019,Flat Rock South,Middle,Leptogorgia chilensis,gorgonians,33.79626,-118.41255,0,,,
2019,Flat Rock South,Middle,Muricea californica,gorgonians,33.79626,-118.41255,0.158333333,,,
2019,Flat Rock South,Middle,Muricea fruticosa,gorgonians,33.79626,-118.41255,0,,,
2019,Flat Rock South,Outer,Eugorgia rubens,gorgonians,33.79483,-118.41682,0,,,
2019,Flat Rock South,Outer,Leptogorgia alba,gorgonians,33.79483,-118.41682,0,,,
2019,Flat Rock South,Outer,Leptogorgia chilensis,gorgonians,33.79483,-118.41682,0,,,
2019,Flat Rock South,Outer,Muricea californica,gorgonians,33.79483,-118.41682,0.05,,,
2019,Flat Rock South,Outer,Muricea fruticosa,gorgonians,33.79483,-118.41682,0.008333333,,,
2019,Ridges North,Inner,Eugorgia rubens,gorgonians,33.78687,-118.42081,0,,,
2019,Ridges North,Inner,Leptogorgia alba,gorgonians,33.78687,-118.42081,0,,,
2019,Ridges North,Inner,Leptogorgia chilensis,gorgonians,33.78687,-118.42081,0,,,
2019,Ridges North,Inner,Muricea californica,gorgonians,33.78687,-118.42081,0,,,
2019,Ridges North,Inner,Muricea fruticosa,gorgonians,33.78687,-118.42081,0,,,
2019,Ridges North,Middle,Eugorgia rubens,gorgonians,33.78791,-118.422,0,,,
