SampleYear,Site,DepthZone,Species,SpeciesGroupF,Latitude,Longitude,Density_m2
2017,Abalone Cove Kelp West,Inner,Leptogorgia alba,gorgonians,33.73942,-118.38814,0
2017,Abalone Cove Kelp West,Inner,Leptogorgia chilensis,gorgonians,33.73942,-118.38814,0
2017,Abalone Cove Kelp West,Inner,Muricea californica,gorgonians,33.73942,-118.38814,0
2017,Abalone Cove Kelp West,Inner,Muricea fruticosa,gorgonians,33.73942,-118.38814,0
2017,Abalone Cove Kelp West,Inner,Pterygophora californica,kelp - understory,33.73942,-118.38814,0
2017,Abalone Cove Kelp West,Inner,Saccharina latissima,kelp - understory,33.73942,-118.38814,0
2017,Abalone Cove Kelp West,Inner,Stephanocystis spp.,kelp - understory,33.73942,-118.38814,0.175
2017,Abalone Cove Kelp West,Inner,Undaria pinnatifida,kelp - understory,33.73942,-118.38814,0
2017,Abalone Cove Kelp West,Middle,Agarum fimbriatum,kelp - understory,33.739,-118.38758,0
2017,Abalone Cove Kelp West,Middle,Alaria marginata,kelp - understory,33.739,-118.38758,0
2017,Abalone Cove Kelp West,Middle,Desmarestia ligulata,kelp - understory,33.739,-118.38758,0
2017,Abalone Cove Kelp West,Middle,Desmarestia ligulata var. firma,kelp - understory,33.739,-118.38758,0
2017,Abalone Cove Kelp West,Middle,Egregia menziesii,kelp - understory,33.739,-118.38758,0
2017,Abalone Cove Kelp West,Middle,Eisenia arborea,kelp - understory,33.739,-118.38758,0
2017,Abalone Cove Kelp West,Middle,Eugorgia rubens,gorgonians,33.739,-118.38758,0
2017,Abalone Cove Kelp West,Middle,Laminaria farlowii,kelp - understory,33.739,-118.38758,0
2017,Abalone Cove Kelp West,Middle,Leptogorgia alba,gorgonians,33.739,-118.38758,0
2017,Abalone Cove Kelp West,Middle,Leptogorgia chilensis,gorgonians,33.739,-118.38758,0
2017,Abalone Cove Kelp West,Middle,Muricea californica,gorgonians,33.739,-118.38758,0.116666667
2017,Abalone Cove Kelp West,Middle,Muricea fruticosa,gorgonians,33.739,-118.38758,0.008333333
2017,Abalone Cove Kelp West,Middle,Pterygophora californica,kelp - understory,33.739,-118.38758,0
2017,Abalone Cove Kelp West,Middle,Saccharina latissima,kelp - understory,33.739,-118.38758,0
2017,Abalone Cove Kelp West,Middle,Stephanocystis spp.,kelp - understory,33.739,-118.38758,0.125
2017,Abalone Cove Kelp West,Middle,Undaria pinnatifida,kelp - understory,33.739,-118.38758,0
2017,Abalone Cove Kelp West,Outer,Agarum fimbriatum,kelp - understory,33.73779,-118.3865,0
2017,Abalone Cove Kelp West,Outer,Alaria marginata,kelp - understory,33.73779,-118.3865,0
2017,Abalone Cove Kelp West,Outer,Desmarestia ligulata,kelp - understory,33.73779,-118.3865,0
2017,Abalone Cove Kelp West,Outer,Desmarestia ligulata var. firma,kelp - understory,33.73779,-118.3865,0
2017,Abalone Cove Kelp West,Outer,Egregia menziesii,kelp - understory,33.73779,-118.3865,0
2017,Abalone Cove Kelp West,Outer,Eisenia arborea,kelp - understory,33.73779,-118.3865,0
2017,Abalone Cove Kelp West,Outer,Eugorgia rubens,gorgonians,33.73779,-118.3865,0
2017,Abalone Cove Kelp West,Outer,Laminaria farlowii,kelp - understory,33.73779,-118.3865,0
2017,Abalone Cove Kelp West,Outer,Leptogorgia alba,gorgonians,33.73779,-118.3865,0
2017,Abalone Cove Kelp West,Outer,Leptogorgia chilensis,gorgonians,33.73779,-118.3865,0.525
2017,Abalone Cove Kelp West,Outer,Muricea californica,gorgonians,33.73779,-118.3865,0.558333333
2017,Abalone Cove Kelp West,Outer,Muricea fruticosa,gorgonians,33.73779,-118.3865,0.016666667
2017,Abalone Cove Kelp West,Outer,Pterygophora californica,kelp - understory,33.73779,-118.3865,0
2017,Abalone Cove Kelp West,Outer,Saccharina latissima,kelp - understory,33.73779,-118.3865,0
2017,Abalone Cove Kelp West,Outer,Stephanocystis spp.,kelp - understory,33.73779,-118.3865,0
2017,Abalone Cove Kelp West,Outer,Undaria pinnatifida,kelp - understory,33.73779,-118.3865,0
2017,Portuguese Point,Inner,Agarum fimbriatum,kelp - understory,33.73711,-118.37718,0
2017,Portuguese Point,Inner,Alaria marginata,kelp - understory,33.73711,-118.37718,0
2017,Portuguese Point,Inner,Desmarestia ligulata,kelp - understory,33.73711,-118.37718,0
2017,Portuguese Point,Inner,Desmarestia ligulata var. firma,kelp - understory,33.73711,-118.37718,0
2017,Portuguese Point,Inner,Egregia menziesii,kelp - understory,33.73711,-118.37718,0.058333333
2017,Portuguese Point,Inner,Eisenia arborea,kelp - understory,33.73711,-118.37718,0.033333333
2017,Portuguese Point,Inner,Eugorgia rubens,gorgonians,33.73711,-118.37718,0
2017,Portuguese Point,Inner,Laminaria farlowii,kelp - understory,33.73711,-118.37718,0
2017,Portuguese Point,Inner,Leptogorgia alba,gorgonians,33.73711,-118.37718,0
2017,Portuguese Point,Inner,Leptogorgia chilensis,gorgonians,33.73711,-118.37718,0
2017,Portuguese Point,Inner,Muricea californica,gorgonians,33.73711,-118.37718,0
2017,Portuguese Point,Inner,Muricea fruticosa,gorgonians,33.73711,-118.37718,0
2017,Portuguese Point,Inner,Pterygophora californica,kelp - understory,33.73711,-118.37718,0
2017,Portuguese Point,Inner,Saccharina latissima,kelp - understory,33.73711,-118.37718,0
2017,Portuguese Point,Inner,Stephanocystis spp.,kelp - understory,33.73711,-118.37718,0.033333333
2017,Portuguese Point,Inner,Undaria pinnatifida,kelp - understory,33.73711,-118.37718,0
2017,Portuguese Point,Middle,Agarum fimbriatum,kelp - understory,33.73664,-118.37632,0
2017,Portuguese Point,Middle,Alaria marginata,kelp - understory,33.73664,-118.37632,0
2017,Portuguese Point,Middle,Desmarestia ligulata,kelp - understory,33.73664,-118.37632,0
2017,Portuguese Point,Middle,Desmarestia ligulata var. firma,kelp - understory,33.73664,-118.37632,0
2017,Portuguese Point,Middle,Egregia menziesii,kelp - understory,33.73664,-118.37632,0
2017,Portuguese Point,Middle,Eisenia arborea,kelp - understory,33.73664,-118.37632,0
2017,Portuguese Point,Middle,Eugorgia rubens,gorgonians,33.73664,-118.37632,0
2017,Portuguese Point,Middle,Laminaria farlowii,kelp - understory,33.73664,-118.37632,0
2017,Portuguese Point,Middle,Leptogorgia alba,gorgonians,33.73664,-118.37632,0
2017,Portuguese Point,Middle,Leptogorgia chilensis,gorgonians,33.73664,-118.37632,0
2017,Portuguese Point,Middle,Muricea californica,gorgonians,33.73664,-118.37632,0.366666667
2017,Portuguese Point,Middle,Muricea fruticosa,gorgonians,33.73664,-118.37632,0
2017,Portuguese Point,Middle,Pterygophora californica,kelp - understory,33.73664,-118.37632,0
2017,Portuguese Point,Middle,Saccharina latissima,kelp - understory,33.73664,-118.37632,0
2017,Portuguese Point,Middle,Stephanocystis spp.,kelp - understory,33.73664,-118.37632,0.091666667
2017,Portuguese Point,Middle,Undaria pinnatifida,kelp - understory,33.73664,-118.37632,0
2017,Portuguese Point,Outer,Agarum fimbriatum,kelp - understory,33.73542,-118.37528,0
2017,Portuguese Point,Outer,Alaria marginata,kelp - understory,33.73542,-118.37528,0
2017,Portuguese Point,Outer,Desmarestia ligulata,kelp - understory,33.73542,-118.37528,0
2017,Portuguese Point,Outer,Desmarestia ligulata var. firma,kelp - understory,33.73542,-118.37528,0
2017,Portuguese Point,Outer,Egregia menziesii,kelp - understory,33.73542,-118.37528,0
2017,Portuguese Point,Outer,Eisenia arborea,kelp - understory,33.73542,-118.37528,0
2017,Portuguese Point,Outer,Eugorgia rubens,gorgonians,33.73542,-118.37528,0
2017,Portuguese Point,Outer,Laminaria farlowii,kelp - understory,33.73542,-118.37528,0
2017,Portuguese Point,Outer,Leptogorgia alba,gorgonians,33.73542,-118.37528,0
2017,Portuguese Point,Outer,Leptogorgia chilensis,gorgonians,33.73542,-118.37528,0.291666667
2017,Portuguese Point,Outer,Muricea californica,gorgonians,33.73542,-118.37528,1.066666667
2017,Portuguese Point,Outer,Muricea fruticosa,gorgonians,33.73542,-118.37528,0.091666667
2017,Portuguese Point,Outer,Pterygophora californica,kelp - understory,33.73542,-118.37528,0
2017,Portuguese Point,Outer,Saccharina latissima,kelp - understory,33.73542,-118.37528,0
2017,Portuguese Point,Outer,Stephanocystis spp.,kelp - understory,33.73542,-118.37528,0
2017,Portuguese Point,Outer,Undaria pinnatifida,kelp - understory,33.73542,-118.37528,0
2017,Portuguese Bend,Inner,Agarum fimbriatum,kelp - understory,33.72827,-118.35692,0
2017,Portuguese Bend,Inner,Alaria marginata,kelp - understory,33.72827,-118.35692,0
2017,Portuguese Bend,Inner,Desmarestia ligulata,kelp - understory,33.72827,-118.35692,0
2017,Portuguese Bend,Inner,Desmarestia ligulata var. firma,kelp - understory,33.72827,-118.35692,0
2017,Portuguese Bend,Inner,Egregia menziesii,kelp - understory,33.72827,-118.35692,0.283333333
2017,Portuguese Bend,Inner,Eisenia arborea,kelp - understory,33.72827,-118.35692,0
2017,Portuguese Bend,Inner,Eugorgia rubens,gorgonians,33.72827,-118.35692,0
2017,Portuguese Bend,Inner,Laminaria farlowii,kelp - understory,33.72827,-118.35692,0
2017,Portuguese Bend,Inner,Leptogorgia alba,gorgonians,33.72827,-118.35692,0
2017,Portuguese Bend,Inner,Leptogorgia chilensis,gorgonians,33.72827,-118.35692,0
2017,Portuguese Bend,Inner,Muricea californica,gorgonians,33.72827,-118.35692,0
2017,Portuguese Bend,Inner,Muricea fruticosa,gorgonians,33.72827,-118.35692,0
2017,Portuguese Bend,Inner,Pterygophora californica,kelp - understory,33.72827,-118.35692,0
2017,Portuguese Bend,Inner,Saccharina latissima,kelp - understory,33.72827,-118.35692,0
2017,Portuguese Bend,Inner,Stephanocystis spp.,kelp - understory,33.72827,-118.35692,1.266666667
2017,Portuguese Bend,Inner,Undaria pinnatifida,kelp - understory,33.72827,-118.35692,0
2017,Portuguese Bend,Middle,Agarum fimbriatum,kelp - understory,33.7281,-118.35735,0
2017,Portuguese Bend,Middle,Alaria marginata,kelp - understory,33.7281,-118.35735,0
2017,Portuguese Bend,Middle,Desmarestia ligulata,kelp - understory,33.7281,-118.35735,0
2017,Portuguese Bend,Middle,Desmarestia ligulata var. firma,kelp - understory,33.7281,-118.35735,0
2017,Portuguese Bend,Middle,Egregia menziesii,kelp - understory,33.7281,-118.35735,0.058333333
2017,Portuguese Bend,Middle,Eisenia arborea,kelp - understory,33.7281,-118.35735,0
2017,Portuguese Bend,Middle,Eugorgia rubens,gorgonians,33.7281,-118.35735,0
2017,Portuguese Bend,Middle,Laminaria farlowii,kelp - understory,33.7281,-118.35735,0.233333333
2017,Portuguese Bend,Middle,Leptogorgia alba,gorgonians,33.7281,-118.35735,0
2017,Portuguese Bend,Middle,Leptogorgia chilensis,gorgonians,33.7281,-118.35735,0
2017,Portuguese Bend,Middle,Muricea californica,gorgonians,33.7281,-118.35735,0.208333333
2017,Portuguese Bend,Middle,Muricea fruticosa,gorgonians,33.7281,-118.35735,0
2017,Portuguese Bend,Middle,Pterygophora californica,kelp - understory,33.7281,-118.35735,0.016666667
2017,Portuguese Bend,Middle,Saccharina latissima,kelp - understory,33.7281,-118.35735,0
2017,Portuguese Bend,Middle,Stephanocystis spp.,kelp - understory,33.7281,-118.35735,1.066666667
2017,Portuguese Bend,Middle,Undaria pinnatifida,kelp - understory,33.7281,-118.35735,0
2017,Portuguese Bend,Outer,Agarum fimbriatum,kelp - understory,33.72744,-118.35767,0.041666667
2017,Portuguese Bend,Outer,Alaria marginata,kelp - understory,33.72744,-118.35767,0
2017,Portuguese Bend,Outer,Desmarestia ligulata,kelp - understory,33.72744,-118.35767,0
2017,Portuguese Bend,Outer,Desmarestia ligulata var. firma,kelp - understory,33.72744,-118.35767,0
2017,Portuguese Bend,Outer,Egregia menziesii,kelp - understory,33.72744,-118.35767,0
2017,Portuguese Bend,Outer,Eisenia arborea,kelp - understory,33.72744,-118.35767,0.058333333
2017,Portuguese Bend,Outer,Eugorgia rubens,gorgonians,33.72744,-118.35767,0
2017,Portuguese Bend,Outer,Laminaria farlowii,kelp - understory,33.72744,-118.35767,2.216666667
2017,Portuguese Bend,Outer,Leptogorgia alba,gorgonians,33.72744,-118.35767,0
2017,Portuguese Bend,Outer,Leptogorgia chilensis,gorgonians,33.72744,-118.35767,0
2017,Portuguese Bend,Outer,Muricea californica,gorgonians,33.72744,-118.35767,0
2017,Portuguese Bend,Outer,Muricea fruticosa,gorgonians,33.72744,-118.35767,0
2017,Portuguese Bend,Outer,Pterygophora californica,kelp - understory,33.72744,-118.35767,0.108333333
2017,Portuguese Bend,Outer,Saccharina latissima,kelp - understory,33.72744,-118.35767,0
2017,Portuguese Bend,Outer,Stephanocystis spp.,kelp - understory,33.72744,-118.35767,0.15
2017,Portuguese Bend,Outer,Undaria pinnatifida,kelp - understory,33.72744,-118.35767,0
2017,Portuguese Bend,Deep,Agarum fimbriatum,kelp - understory,33.72611,-118.35827,0
2017,Portuguese Bend,Deep,Alaria marginata,kelp - understory,33.72611,-118.35827,0
2017,Portuguese Bend,Deep,Desmarestia ligulata,kelp - understory,33.72611,-118.35827,0
2017,Portuguese Bend,Deep,Desmarestia ligulata var. firma,kelp - understory,33.72611,-118.35827,0
2017,Portuguese Bend,Deep,Egregia menziesii,kelp - understory,33.72611,-118.35827,0.008333333
2017,Portuguese Bend,Deep,Eisenia arborea,kelp - understory,33.72611,-118.35827,0
2017,Portuguese Bend,Deep,Eugorgia rubens,gorgonians,33.72611,-118.35827,0.033333333
2017,Portuguese Bend,Deep,Laminaria farlowii,kelp - understory,33.72611,-118.35827,0.075
2017,Portuguese Bend,Deep,Leptogorgia alba,gorgonians,33.72611,-118.35827,0
2017,Portuguese Bend,Deep,Leptogorgia chilensis,gorgonians,33.72611,-118.35827,0.191666667
2017,Portuguese Bend,Deep,Muricea californica,gorgonians,33.72611,-118.35827,1.108333333
2017,Portuguese Bend,Deep,Muricea fruticosa,gorgonians,33.72611,-118.35827,0.233333333
2017,Portuguese Bend,Deep,Pterygophora californica,kelp - understory,33.72611,-118.35827,0
2017,Portuguese Bend,Deep,Saccharina latissima,kelp - understory,33.72611,-118.35827,0
2017,Portuguese Bend,Deep,Stephanocystis spp.,kelp - understory,33.72611,-118.35827,0.016666667
2017,Portuguese Bend,Deep,Undaria pinnatifida,kelp - understory,33.72611,-118.35827,0
2017,Bunker Point,Inner,Agarum fimbriatum,kelp - understory,33.72563,-118.35286,0
2017,Bunker Point,Inner,Alaria marginata,kelp - understory,33.72563,-118.35286,0
2017,Bunker Point,Inner,Desmarestia ligulata,kelp - understory,33.72563,-118.35286,0
2017,Bunker Point,Inner,Desmarestia ligulata var. firma,kelp - understory,33.72563,-118.35286,0
2017,Bunker Point,Inner,Egregia menziesii,kelp - understory,33.72563,-118.35286,0.208333333
2017,Bunker Point,Inner,Eisenia arborea,kelp - understory,33.72563,-118.35286,0
2017,Bunker Point,Inner,Eugorgia rubens,gorgonians,33.72563,-118.35286,0
2017,Bunker Point,Inner,Laminaria farlowii,kelp - understory,33.72563,-118.35286,0
2017,Bunker Point,Inner,Leptogorgia alba,gorgonians,33.72563,-118.35286,0
2017,Bunker Point,Inner,Leptogorgia chilensis,gorgonians,33.72563,-118.35286,0
2017,Bunker Point,Inner,Muricea californica,gorgonians,33.72563,-118.35286,0
2017,Bunker Point,Inner,Muricea fruticosa,gorgonians,33.72563,-118.35286,0
2017,Bunker Point,Inner,Pterygophora californica,kelp - understory,33.72563,-118.35286,0
2017,Bunker Point,Inner,Saccharina latissima,kelp - understory,33.72563,-118.35286,0
2017,Bunker Point,Inner,Stephanocystis spp.,kelp - understory,33.72563,-118.35286,0.683333333
2017,Bunker Point,Inner,Undaria pinnatifida,kelp - understory,33.72563,-118.35286,0
2017,Bunker Point,Middle,Agarum fimbriatum,kelp - understory,33.72529,-118.3536,0
2017,Bunker Point,Middle,Alaria marginata,kelp - understory,33.72529,-118.3536,0
2017,Bunker Point,Middle,Desmarestia ligulata,kelp - understory,33.72529,-118.3536,0
2017,Bunker Point,Middle,Desmarestia ligulata var. firma,kelp - understory,33.72529,-118.3536,0
2017,Bunker Point,Middle,Egregia menziesii,kelp - understory,33.72529,-118.3536,0
2017,Bunker Point,Middle,Eisenia arborea,kelp - understory,33.72529,-118.3536,0
2017,Bunker Point,Middle,Eugorgia rubens,gorgonians,33.72529,-118.3536,0
2017,Bunker Point,Middle,Laminaria farlowii,kelp - understory,33.72529,-118.3536,0.275
2017,Bunker Point,Middle,Leptogorgia alba,gorgonians,33.72529,-118.3536,0
2017,Bunker Point,Middle,Leptogorgia chilensis,gorgonians,33.72529,-118.3536,0
2017,Bunker Point,Middle,Muricea californica,gorgonians,33.72529,-118.3536,0.058333333
2017,Bunker Point,Middle,Muricea fruticosa,gorgonians,33.72529,-118.3536,0
2017,Bunker Point,Middle,Pterygophora californica,kelp - understory,33.72529,-118.3536,0
2017,Bunker Point,Middle,Saccharina latissima,kelp - understory,33.72529,-118.3536,0
2017,Bunker Point,Middle,Stephanocystis spp.,kelp - understory,33.72529,-118.3536,0.541666667
2017,Bunker Point,Middle,Undaria pinnatifida,kelp - understory,33.72529,-118.3536,0
2017,Bunker Point,Outer,Agarum fimbriatum,kelp - understory,33.72491,-118.35365,0
2017,Bunker Point,Outer,Alaria marginata,kelp - understory,33.72491,-118.35365,0
2017,Bunker Point,Outer,Desmarestia ligulata,kelp - understory,33.72491,-118.35365,0
2017,Bunker Point,Outer,Desmarestia ligulata var. firma,kelp - understory,33.72491,-118.35365,0
2017,Bunker Point,Outer,Egregia menziesii,kelp - understory,33.72491,-118.35365,0
2017,Bunker Point,Outer,Eisenia arborea,kelp - understory,33.72491,-118.35365,0
2017,Bunker Point,Outer,Eugorgia rubens,gorgonians,33.72491,-118.35365,0
2017,Bunker Point,Outer,Laminaria farlowii,kelp - understory,33.72491,-118.35365,1.341666667
2017,Bunker Point,Outer,Leptogorgia alba,gorgonians,33.72491,-118.35365,0
2017,Bunker Point,Outer,Leptogorgia chilensis,gorgonians,33.72491,-118.35365,0.008333333
2017,Bunker Point,Outer,Muricea californica,gorgonians,33.72491,-118.35365,0.6
2017,Bunker Point,Outer,Muricea fruticosa,gorgonians,33.72491,-118.35365,0
2017,Bunker Point,Outer,Pterygophora californica,kelp - understory,33.72491,-118.35365,0.066666667
2017,Bunker Point,Outer,Saccharina latissima,kelp - understory,33.72491,-118.35365,0
2017,Bunker Point,Outer,Stephanocystis spp.,kelp - understory,33.72491,-118.35365,0.125
2017,Bunker Point,Outer,Undaria pinnatifida,kelp - understory,33.72491,-118.35365,0
2017,Bunker Point,Deep,Agarum fimbriatum,kelp - understory,33.7243,-118.35386,0
2017,Bunker Point,Deep,Alaria marginata,kelp - understory,33.7243,-118.35386,0
2017,Bunker Point,Deep,Desmarestia ligulata,kelp - understory,33.7243,-118.35386,0
2017,Bunker Point,Deep,Desmarestia ligulata var. firma,kelp - understory,33.7243,-118.35386,0
2017,Bunker Point,Deep,Egregia menziesii,kelp - understory,33.7243,-118.35386,0
2017,Bunker Point,Deep,Eisenia arborea,kelp - understory,33.7243,-118.35386,0
2017,Bunker Point,Deep,Eugorgia rubens,gorgonians,33.7243,-118.35386,0.408333333
2017,Bunker Point,Deep,Laminaria farlowii,kelp - understory,33.7243,-118.35386,0.091666667
2017,Bunker Point,Deep,Leptogorgia alba,gorgonians,33.7243,-118.35386,0
2017,Bunker Point,Deep,Leptogorgia chilensis,gorgonians,33.7243,-118.35386,0.2
2017,Bunker Point,Deep,Muricea californica,gorgonians,33.7243,-118.35386,0.983333333
2017,Bunker Point,Deep,Muricea fruticosa,gorgonians,33.7243,-118.35386,0.075
2017,Bunker Point,Deep,Pterygophora californica,kelp - understory,33.7243,-118.35386,0
2017,Bunker Point,Deep,Saccharina latissima,kelp - understory,33.7243,-118.35386,0
2017,Bunker Point,Deep,Stephanocystis spp.,kelp - understory,33.7243,-118.35386,0.008333333
2017,Bunker Point,Deep,Undaria pinnatifida,kelp - understory,33.7243,-118.35386,0
2017,Burial Grounds,Inner,Agarum fimbriatum,kelp - understory,33.72541,-118.34695,0
2017,Burial Grounds,Inner,Alaria marginata,kelp - understory,33.72541,-118.34695,0
2017,Burial Grounds,Inner,Desmarestia ligulata,kelp - understory,33.72541,-118.34695,0
2017,Burial Grounds,Inner,Desmarestia ligulata var. firma,kelp - understory,33.72541,-118.34695,0
2017,Burial Grounds,Inner,Egregia menziesii,kelp - understory,33.72541,-118.34695,0.1
2017,Burial Grounds,Inner,Eisenia arborea,kelp - understory,33.72541,-118.34695,0
2017,Burial Grounds,Inner,Eugorgia rubens,gorgonians,33.72541,-118.34695,0
2017,Burial Grounds,Inner,Laminaria farlowii,kelp - understory,33.72541,-118.34695,0
2017,Burial Grounds,Inner,Leptogorgia alba,gorgonians,33.72541,-118.34695,0
2017,Burial Grounds,Inner,Leptogorgia chilensis,gorgonians,33.72541,-118.34695,0
2017,Burial Grounds,Inner,Muricea californica,gorgonians,33.72541,-118.34695,0
2017,Burial Grounds,Inner,Muricea fruticosa,gorgonians,33.72541,-118.34695,0
2017,Burial Grounds,Inner,Pterygophora californica,kelp - understory,33.72541,-118.34695,0
2017,Burial Grounds,Inner,Saccharina latissima,kelp - understory,33.72541,-118.34695,0
2017,Burial Grounds,Inner,Stephanocystis spp.,kelp - understory,33.72541,-118.34695,1.166666667
2017,Burial Grounds,Inner,Undaria pinnatifida,kelp - understory,33.72541,-118.34695,0
2017,Burial Grounds,Middle,Agarum fimbriatum,kelp - understory,33.72437,-118.34743,0
2017,Burial Grounds,Middle,Alaria marginata,kelp - understory,33.72437,-118.34743,0
2017,Burial Grounds,Middle,Desmarestia ligulata,kelp - understory,33.72437,-118.34743,0
2017,Burial Grounds,Middle,Desmarestia ligulata var. firma,kelp - understory,33.72437,-118.34743,0
2017,Burial Grounds,Middle,Egregia menziesii,kelp - understory,33.72437,-118.34743,0
2017,Burial Grounds,Middle,Eisenia arborea,kelp - understory,33.72437,-118.34743,0
2017,Burial Grounds,Middle,Eugorgia rubens,gorgonians,33.72437,-118.34743,0
2017,Burial Grounds,Middle,Laminaria farlowii,kelp - understory,33.72437,-118.34743,0.475
2017,Burial Grounds,Middle,Leptogorgia alba,gorgonians,33.72437,-118.34743,0
2017,Burial Grounds,Middle,Leptogorgia chilensis,gorgonians,33.72437,-118.34743,0
2017,Burial Grounds,Middle,Muricea californica,gorgonians,33.72437,-118.34743,0
2017,Burial Grounds,Middle,Muricea fruticosa,gorgonians,33.72437,-118.34743,0
2017,Burial Grounds,Middle,Pterygophora californica,kelp - understory,33.72437,-118.34743,0.058333333
2017,Burial Grounds,Middle,Saccharina latissima,kelp - understory,33.72437,-118.34743,0
2017,Burial Grounds,Middle,Stephanocystis spp.,kelp - understory,33.72437,-118.34743,0.75
2017,Burial Grounds,Middle,Undaria pinnatifida,kelp - understory,33.72437,-118.34743,0
2017,Burial Grounds,Outer,Agarum fimbriatum,kelp - understory,33.72333,-118.34777,0
2017,Burial Grounds,Outer,Alaria marginata,kelp - understory,33.72333,-118.34777,0
2017,Burial Grounds,Outer,Desmarestia ligulata,kelp - understory,33.72333,-118.34777,0
2017,Burial Grounds,Outer,Desmarestia ligulata var. firma,kelp - understory,33.72333,-118.34777,0
2017,Burial Grounds,Outer,Egregia menziesii,kelp - understory,33.72333,-118.34777,0
2017,Burial Grounds,Outer,Eisenia arborea,kelp - understory,33.72333,-118.34777,0
2017,Burial Grounds,Outer,Eugorgia rubens,gorgonians,33.72333,-118.34777,0
2017,Burial Grounds,Outer,Laminaria farlowii,kelp - understory,33.72333,-118.34777,0.95
2017,Burial Grounds,Outer,Leptogorgia alba,gorgonians,33.72333,-118.34777,0
2017,Burial Grounds,Outer,Leptogorgia chilensis,gorgonians,33.72333,-118.34777,0
2017,Burial Grounds,Outer,Muricea californica,gorgonians,33.72333,-118.34777,0
2017,Burial Grounds,Outer,Muricea fruticosa,gorgonians,33.72333,-118.34777,0
2017,Burial Grounds,Outer,Pterygophora californica,kelp - understory,33.72333,-118.34777,0.258333333
2017,Burial Grounds,Outer,Saccharina latissima,kelp - understory,33.72333,-118.34777,0
2017,Burial Grounds,Outer,Stephanocystis spp.,kelp - understory,33.72333,-118.34777,0.366666667
2017,Burial Grounds,Outer,Undaria pinnatifida,kelp - understory,33.72333,-118.34777,0
2017,Burial Grounds,Deep,Agarum fimbriatum,kelp - understory,33.72206,-118.34868,0
2017,Burial Grounds,Deep,Alaria marginata,kelp - understory,33.72206,-118.34868,0
2017,Burial Grounds,Deep,Desmarestia ligulata,kelp - understory,33.72206,-118.34868,0
2017,Burial Grounds,Deep,Desmarestia ligulata var. firma,kelp - understory,33.72206,-118.34868,0
2017,Burial Grounds,Deep,Egregia menziesii,kelp - understory,33.72206,-118.34868,0
2017,Burial Grounds,Deep,Eisenia arborea,kelp - understory,33.72206,-118.34868,0
2017,Burial Grounds,Deep,Eugorgia rubens,gorgonians,33.72206,-118.34868,0.05
2017,Burial Grounds,Deep,Laminaria farlowii,kelp - understory,33.72206,-118.34868,0.275
2017,Burial Grounds,Deep,Leptogorgia alba,gorgonians,33.72206,-118.34868,0
2017,Burial Grounds,Deep,Leptogorgia chilensis,gorgonians,33.72206,-118.34868,0.1
2017,Burial Grounds,Deep,Muricea californica,gorgonians,33.72206,-118.34868,0.208333333
2017,Burial Grounds,Deep,Muricea fruticosa,gorgonians,33.72206,-118.34868,0
2017,Burial Grounds,Deep,Pterygophora californica,kelp - understory,33.72206,-118.34868,0.008333333
2017,Burial Grounds,Deep,Saccharina latissima,kelp - understory,33.72206,-118.34868,0
2017,Burial Grounds,Deep,Stephanocystis spp.,kelp - understory,33.72206,-118.34868,0.058333333
2017,Burial Grounds,Deep,Undaria pinnatifida,kelp - understory,33.72206,-118.34868,0
2017,Old 18th,Inner,Agarum fimbriatum,kelp - understory,33.72405,-118.3431,0
2017,Old 18th,Inner,Alaria marginata,kelp - understory,33.72405,-118.3431,0
2017,Old 18th,Inner,Desmarestia ligulata,kelp - understory,33.72405,-118.3431,0
2017,Old 18th,Inner,Desmarestia ligulata var. firma,kelp - understory,33.72405,-118.3431,0
2017,Old 18th,Inner,Egregia menziesii,kelp - understory,33.72405,-118.3431,0
2017,Old 18th,Inner,Eisenia arborea,kelp - understory,33.72405,-118.3431,0
2017,Old 18th,Inner,Eugorgia rubens,gorgonians,33.72405,-118.3431,0
2017,Old 18th,Inner,Laminaria farlowii,kelp - understory,33.72405,-118.3431,0
2017,Old 18th,Inner,Leptogorgia alba,gorgonians,33.72405,-118.3431,0
2017,Old 18th,Inner,Leptogorgia chilensis,gorgonians,33.72405,-118.3431,0
2017,Old 18th,Inner,Muricea californica,gorgonians,33.72405,-118.3431,0
2017,Old 18th,Inner,Muricea fruticosa,gorgonians,33.72405,-118.3431,0
2017,Old 18th,Inner,Pterygophora californica,kelp - understory,33.72405,-118.3431,0
2017,Old 18th,Inner,Saccharina latissima,kelp - understory,33.72405,-118.3431,0
2017,Old 18th,Inner,Stephanocystis spp.,kelp - understory,33.72405,-118.3431,0
2017,Old 18th,Inner,Undaria pinnatifida,kelp - understory,33.72405,-118.3431,0
2017,Old 18th,Middle,Agarum fimbriatum,kelp - understory,33.72309,-118.34377,0
2017,Old 18th,Middle,Alaria marginata,kelp - understory,33.72309,-118.34377,0
2017,Old 18th,Middle,Desmarestia ligulata,kelp - understory,33.72309,-118.34377,0
2017,Old 18th,Middle,Desmarestia ligulata var. firma,kelp - understory,33.72309,-118.34377,0
2017,Old 18th,Middle,Egregia menziesii,kelp - understory,33.72309,-118.34377,0.025
2017,Old 18th,Middle,Eisenia arborea,kelp - understory,33.72309,-118.34377,0
2017,Old 18th,Middle,Eugorgia rubens,gorgonians,33.72309,-118.34377,0
