"SampleYear","Site","DepthZone","Species","SpeciesGroupF","Latitude","Longitude","Density_m2"
2017,"Long Point West","Middle","Muricea fruticosa","gorgonians",33.73754,-118.40376,0
2017,"Long Point West","Middle","Pterygophora californica","kelp - understory",33.73754,-118.40376,0.0166666666666667
2017,"Long Point West","Middle","Saccharina latissima","kelp - understory",33.73754,-118.40376,0
2017,"Long Point West","Middle","Stephanocystis spp.","kelp - understory",33.73754,-118.40376,0.0666666666666667
2017,"Long Point West","Middle","Undaria pinnatifida","kelp - understory",33.73754,-118.40376,0
2017,"Long Point East","Inner","Agarum fimbriatum","kelp - understory",33.73654,-118.39913,0
2017,"Long Point East","Inner","Alaria marginata","kelp - understory",33.73654,-118.39913,0
2017,"Long Point East","Inner","Desmarestia ligulata","kelp - understory",33.73654,-118.39913,0
2017,"Long Point East","Inner","Desmarestia ligulata var. firma","kelp - understory",33.73654,-118.39913,0
2017,"Long Point East","Inner","Egregia menziesii","kelp - understory",33.73654,-118.39913,0.258333333333333
2017,"Long Point East","Inner","Eisenia arborea","kelp - understory",33.73654,-118.39913,0.741666666666667
2017,"Long Point East","Inner","Eugorgia rubens","gorgonians",33.73654,-118.39913,0
2017,"Long Point East","Inner","Laminaria farlowii","kelp - understory",33.73654,-118.39913,0
2017,"Long Point East","Inner","Leptogorgia alba","gorgonians",33.73654,-118.39913,0
2017,"Long Point East","Inner","Leptogorgia chilensis","gorgonians",33.73654,-118.39913,0
2017,"Long Point East","Inner","Muricea californica","gorgonians",33.73654,-118.39913,0
2017,"Long Point East","Inner","Muricea fruticosa","gorgonians",33.73654,-118.39913,0
2017,"Long Point East","Inner","Pterygophora californica","kelp - understory",33.73654,-118.39913,0
2017,"Long Point East","Inner","Saccharina latissima","kelp - understory",33.73654,-118.39913,0
2017,"Long Point East","Inner","Stephanocystis spp.","kelp - understory",33.73654,-118.39913,0.0583333333333333
2017,"Long Point East","Inner","Undaria pinnatifida","kelp - understory",33.73654,-118.39913,0
2017,"Long Point East","Middle","Agarum fimbriatum","kelp - understory",33.73579,-118.40104,0
2017,"Long Point East","Middle","Alaria marginata","kelp - understory",33.73579,-118.40104,0
2017,"Long Point East","Middle","Desmarestia ligulata","kelp - understory",33.73579,-118.40104,0
2017,"Long Point East","Middle","Desmarestia ligulata var. firma","kelp - understory",33.73579,-118.40104,0
2017,"Long Point East","Middle","Egregia menziesii","kelp - understory",33.73579,-118.40104,0
2017,"Long Point East","Middle","Eisenia arborea","kelp - understory",33.73579,-118.40104,0.025
2017,"Long Point East","Middle","Eugorgia rubens","gorgonians",33.73579,-118.40104,0
2017,"Long Point East","Middle","Laminaria farlowii","kelp - understory",33.73579,-118.40104,0
2017,"Long Point East","Middle","Leptogorgia alba","gorgonians",33.73579,-118.40104,0
2017,"Long Point East","Middle","Leptogorgia chilensis","gorgonians",33.73579,-118.40104,0
2017,"Long Point East","Middle","Muricea californica","gorgonians",33.73579,-118.40104,0.025
2017,"Long Point East","Middle","Muricea fruticosa","gorgonians",33.73579,-118.40104,0
2017,"Long Point East","Middle","Pterygophora californica","kelp - understory",33.73579,-118.40104,0.55
2017,"Long Point East","Middle","Saccharina latissima","kelp - understory",33.73579,-118.40104,0
2017,"Long Point East","Middle","Stephanocystis spp.","kelp - understory",33.73579,-118.40104,0.183333333333333
2017,"Long Point East","Middle","Undaria pinnatifida","kelp - understory",33.73579,-118.40104,0
2017,"Long Point East","Outer","Agarum fimbriatum","kelp - understory",33.73515,-118.40182,0
2017,"Long Point East","Outer","Alaria marginata","kelp - understory",33.73515,-118.40182,0
2017,"Long Point East","Outer","Desmarestia ligulata","kelp - understory",33.73515,-118.40182,0
2017,"Long Point East","Outer","Desmarestia ligulata var. firma","kelp - understory",33.73515,-118.40182,0
2017,"Long Point East","Outer","Egregia menziesii","kelp - understory",33.73515,-118.40182,0
2017,"Long Point East","Outer","Eisenia arborea","kelp - understory",33.73515,-118.40182,0.05
2017,"Long Point East","Outer","Eugorgia rubens","gorgonians",33.73515,-118.40182,0.508333333333333
2017,"Long Point East","Outer","Laminaria farlowii","kelp - understory",33.73515,-118.40182,0
2017,"Long Point East","Outer","Leptogorgia alba","gorgonians",33.73515,-118.40182,0
2017,"Long Point East","Outer","Leptogorgia chilensis","gorgonians",33.73515,-118.40182,0.05
2017,"Long Point East","Outer","Muricea californica","gorgonians",33.73515,-118.40182,0.183333333333333
2017,"Long Point East","Outer","Muricea fruticosa","gorgonians",33.73515,-118.40182,0
2017,"Long Point East","Outer","Pterygophora californica","kelp - understory",33.73515,-118.40182,0.0583333333333333
2017,"Long Point East","Outer","Saccharina latissima","kelp - understory",33.73515,-118.40182,0
2017,"Long Point East","Outer","Stephanocystis spp.","kelp - understory",33.73515,-118.40182,0.191666666666667
2017,"Long Point East","Outer","Undaria pinnatifida","kelp - understory",33.73515,-118.40182,0
2017,"Long Point East","Deep","Agarum fimbriatum","kelp - understory",33.73393,-118.40277,0.00833333333333333
2017,"Long Point East","Deep","Alaria marginata","kelp - understory",33.73393,-118.40277,0
2017,"Long Point East","Deep","Desmarestia ligulata","kelp - understory",33.73393,-118.40277,0
2017,"Long Point East","Deep","Desmarestia ligulata var. firma","kelp - understory",33.73393,-118.40277,0
2017,"Long Point East","Deep","Egregia menziesii","kelp - understory",33.73393,-118.40277,0
2017,"Long Point East","Deep","Eisenia arborea","kelp - understory",33.73393,-118.40277,0.0916666666666667
2017,"Long Point East","Deep","Eugorgia rubens","gorgonians",33.73393,-118.40277,0.15
2017,"Long Point East","Deep","Laminaria farlowii","kelp - understory",33.73393,-118.40277,0
2017,"Long Point East","Deep","Leptogorgia alba","gorgonians",33.73393,-118.40277,0
2017,"Long Point East","Deep","Leptogorgia chilensis","gorgonians",33.73393,-118.40277,0.883333333333333
2017,"Long Point East","Deep","Muricea californica","gorgonians",33.73393,-118.40277,0.0833333333333333
2017,"Long Point East","Deep","Muricea fruticosa","gorgonians",33.73393,-118.40277,0
2017,"Long Point East","Deep","Pterygophora californica","kelp - understory",33.73393,-118.40277,0
2017,"Long Point East","Deep","Saccharina latissima","kelp - understory",33.73393,-118.40277,0
2017,"Long Point East","Deep","Stephanocystis spp.","kelp - understory",33.73393,-118.40277,0
2017,"Long Point East","Deep","Undaria pinnatifida","kelp - understory",33.73393,-118.40277,0
2017,"Old Marineland","Inner","Agarum fimbriatum","kelp - understory",33.73755,-118.3952,0
2017,"Old Marineland","Inner","Alaria marginata","kelp - understory",33.73755,-118.3952,0
2017,"Old Marineland","Inner","Desmarestia ligulata","kelp - understory",33.73755,-118.3952,0
2017,"Old Marineland","Inner","Desmarestia ligulata var. firma","kelp - understory",33.73755,-118.3952,0
2017,"Old Marineland","Inner","Egregia menziesii","kelp - understory",33.73755,-118.3952,0.433333333333333
2017,"Old Marineland","Inner","Eisenia arborea","kelp - understory",33.73755,-118.3952,0.00833333333333333
2017,"Old Marineland","Inner","Eugorgia rubens","gorgonians",33.73755,-118.3952,0
2017,"Old Marineland","Inner","Laminaria farlowii","kelp - understory",33.73755,-118.3952,0
2017,"Old Marineland","Inner","Leptogorgia alba","gorgonians",33.73755,-118.3952,0
2017,"Old Marineland","Inner","Leptogorgia chilensis","gorgonians",33.73755,-118.3952,0
2017,"Old Marineland","Inner","Muricea californica","gorgonians",33.73755,-118.3952,0
2017,"Old Marineland","Inner","Muricea fruticosa","gorgonians",33.73755,-118.3952,0
2017,"Old Marineland","Inner","Pterygophora californica","kelp - understory",33.73755,-118.3952,0
2017,"Old Marineland","Inner","Saccharina latissima","kelp - understory",33.73755,-118.3952,0
2017,"Old Marineland","Inner","Stephanocystis spp.","kelp - understory",33.73755,-118.3952,0.00833333333333333
2017,"Old Marineland","Inner","Undaria pinnatifida","kelp - understory",33.73755,-118.3952,0
2017,"120 Reef","Inner","Agarum fimbriatum","kelp - understory",33.73828,-118.39231,0
2017,"120 Reef","Inner","Alaria marginata","kelp - understory",33.73828,-118.39231,0
2017,"120 Reef","Inner","Desmarestia ligulata","kelp - understory",33.73828,-118.39231,0
2017,"120 Reef","Inner","Desmarestia ligulata var. firma","kelp - understory",33.73828,-118.39231,0
2017,"120 Reef","Inner","Egregia menziesii","kelp - understory",33.73828,-118.39231,0
2017,"120 Reef","Inner","Eisenia arborea","kelp - understory",33.73828,-118.39231,0
2017,"120 Reef","Inner","Eugorgia rubens","gorgonians",33.73828,-118.39231,0
2017,"120 Reef","Inner","Laminaria farlowii","kelp - understory",33.73828,-118.39231,0
2017,"120 Reef","Inner","Leptogorgia alba","gorgonians",33.73828,-118.39231,0
2017,"120 Reef","Inner","Leptogorgia chilensis","gorgonians",33.73828,-118.39231,0
2017,"120 Reef","Inner","Muricea californica","gorgonians",33.73828,-118.39231,0.025
2017,"120 Reef","Inner","Muricea fruticosa","gorgonians",33.73828,-118.39231,0
2017,"120 Reef","Inner","Pterygophora californica","kelp - understory",33.73828,-118.39231,0
2017,"120 Reef","Inner","Saccharina latissima","kelp - understory",33.73828,-118.39231,0
2017,"120 Reef","Inner","Stephanocystis spp.","kelp - understory",33.73828,-118.39231,0.741666666666667
2017,"120 Reef","Inner","Undaria pinnatifida","kelp - understory",33.73828,-118.39231,0
2017,"120 Reef","Middle","Agarum fimbriatum","kelp - understory",33.73742,-118.39236,0
2017,"120 Reef","Middle","Alaria marginata","kelp - understory",33.73742,-118.39236,0
2017,"120 Reef","Middle","Desmarestia ligulata","kelp - understory",33.73742,-118.39236,0
2017,"120 Reef","Middle","Desmarestia ligulata var. firma","kelp - understory",33.73742,-118.39236,0
2017,"120 Reef","Middle","Egregia menziesii","kelp - understory",33.73742,-118.39236,0
2017,"120 Reef","Middle","Eisenia arborea","kelp - understory",33.73742,-118.39236,0
2017,"120 Reef","Middle","Eugorgia rubens","gorgonians",33.73742,-118.39236,0
2017,"120 Reef","Middle","Laminaria farlowii","kelp - understory",33.73742,-118.39236,0
2017,"120 Reef","Middle","Leptogorgia alba","gorgonians",33.73742,-118.39236,0
2017,"120 Reef","Middle","Leptogorgia chilensis","gorgonians",33.73742,-118.39236,0
2017,"120 Reef","Middle","Muricea californica","gorgonians",33.73742,-118.39236,0.275
2017,"120 Reef","Middle","Muricea fruticosa","gorgonians",33.73742,-118.39236,0.025
2017,"120 Reef","Middle","Pterygophora californica","kelp - understory",33.73742,-118.39236,0
2017,"120 Reef","Middle","Saccharina latissima","kelp - understory",33.73742,-118.39236,0
2017,"120 Reef","Middle","Stephanocystis spp.","kelp - understory",33.73742,-118.39236,0.0333333333333333
2017,"120 Reef","Middle","Undaria pinnatifida","kelp - understory",33.73742,-118.39236,0
2017,"Abalone Cove Kelp West","Inner","Agarum fimbriatum","kelp - understory",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Inner","Alaria marginata","kelp - understory",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Inner","Desmarestia ligulata","kelp - understory",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Inner","Desmarestia ligulata var. firma","kelp - understory",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Inner","Egregia menziesii","kelp - understory",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Inner","Eisenia arborea","kelp - understory",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Inner","Eugorgia rubens","gorgonians",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Inner","Laminaria farlowii","kelp - understory",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Inner","Leptogorgia alba","gorgonians",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Inner","Leptogorgia chilensis","gorgonians",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Inner","Muricea californica","gorgonians",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Inner","Muricea fruticosa","gorgonians",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Inner","Pterygophora californica","kelp - understory",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Inner","Saccharina latissima","kelp - understory",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Inner","Stephanocystis spp.","kelp - understory",33.73942,-118.38814,0.175
2017,"Abalone Cove Kelp West","Inner","Undaria pinnatifida","kelp - understory",33.73942,-118.38814,0
2017,"Abalone Cove Kelp West","Middle","Agarum fimbriatum","kelp - understory",33.739,-118.38758,0
2017,"Abalone Cove Kelp West","Middle","Alaria marginata","kelp - understory",33.739,-118.38758,0
2017,"Abalone Cove Kelp West","Middle","Desmarestia ligulata","kelp - understory",33.739,-118.38758,0
2017,"Abalone Cove Kelp West","Middle","Desmarestia ligulata var. firma","kelp - understory",33.739,-118.38758,0
2017,"Abalone Cove Kelp West","Middle","Egregia menziesii","kelp - understory",33.739,-118.38758,0
2017,"Abalone Cove Kelp West","Middle","Eisenia arborea","kelp - understory",33.739,-118.38758,0
2017,"Abalone Cove Kelp West","Middle","Eugorgia rubens","gorgonians",33.739,-118.38758,0
2017,"Abalone Cove Kelp West","Middle","Laminaria farlowii","kelp - understory",33.739,-118.38758,0
2017,"Abalone Cove Kelp West","Middle","Leptogorgia alba","gorgonians",33.739,-118.38758,0
2017,"Abalone Cove Kelp West","Middle","Leptogorgia chilensis","gorgonians",33.739,-118.38758,0
2017,"Abalone Cove Kelp West","Middle","Muricea californica","gorgonians",33.739,-118.38758,0.116666666666667
2017,"Abalone Cove Kelp West","Middle","Muricea fruticosa","gorgonians",33.739,-118.38758,0.00833333333333333
2017,"Abalone Cove Kelp West","Middle","Pterygophora californica","kelp - understory",33.739,-118.38758,0
2017,"Abalone Cove Kelp West","Middle","Saccharina latissima","kelp - understory",33.739,-118.38758,0
2017,"Abalone Cove Kelp West","Middle","Stephanocystis spp.","kelp - understory",33.739,-118.38758,0.125
2017,"Abalone Cove Kelp West","Middle","Undaria pinnatifida","kelp - understory",33.739,-118.38758,0
2017,"Abalone Cove Kelp West","Outer","Agarum fimbriatum","kelp - understory",33.73779,-118.3865,0
2017,"Abalone Cove Kelp West","Outer","Alaria marginata","kelp - understory",33.73779,-118.3865,0
2017,"Abalone Cove Kelp West","Outer","Desmarestia ligulata","kelp - understory",33.73779,-118.3865,0
2017,"Abalone Cove Kelp West","Outer","Desmarestia ligulata var. firma","kelp - understory",33.73779,-118.3865,0
2017,"Abalone Cove Kelp West","Outer","Egregia menziesii","kelp - understory",33.73779,-118.3865,0
2017,"Abalone Cove Kelp West","Outer","Eisenia arborea","kelp - understory",33.73779,-118.3865,0
2017,"Abalone Cove Kelp West","Outer","Eugorgia rubens","gorgonians",33.73779,-118.3865,0
2017,"Abalone Cove Kelp West","Outer","Laminaria farlowii","kelp - understory",33.73779,-118.3865,0
2017,"Abalone Cove Kelp West","Outer","Leptogorgia alba","gorgonians",33.73779,-118.3865,0
2017,"Abalone Cove Kelp West","Outer","Leptogorgia chilensis","gorgonians",33.73779,-118.3865,0.525
2017,"Abalone Cove Kelp West","Outer","Muricea californica","gorgonians",33.73779,-118.3865,0.558333333333333
2017,"Abalone Cove Kelp West","Outer","Muricea fruticosa","gorgonians",33.73779,-118.3865,0.0166666666666667
2017,"Abalone Cove Kelp West","Outer","Pterygophora californica","kelp - understory",33.73779,-118.3865,0
2017,"Abalone Cove Kelp West","Outer","Saccharina latissima","kelp - understory",33.73779,-118.3865,0
2017,"Abalone Cove Kelp West","Outer","Stephanocystis spp.","kelp - understory",33.73779,-118.3865,0
2017,"Abalone Cove Kelp West","Outer","Undaria pinnatifida","kelp - understory",33.73779,-118.3865,0
2017,"Portuguese Point","Inner","Agarum fimbriatum","kelp - understory",33.73711,-118.37718,0
2017,"Portuguese Point","Inner","Alaria marginata","kelp - understory",33.73711,-118.37718,0
2017,"Portuguese Point","Inner","Desmarestia ligulata","kelp - understory",33.73711,-118.37718,0
2017,"Portuguese Point","Inner","Desmarestia ligulata var. firma","kelp - understory",33.73711,-118.37718,0
2017,"Portuguese Point","Inner","Egregia menziesii","kelp - understory",33.73711,-118.37718,0.0583333333333333
2017,"Portuguese Point","Inner","Eisenia arborea","kelp - understory",33.73711,-118.37718,0.0333333333333333
2017,"Portuguese Point","Inner","Eugorgia rubens","gorgonians",33.73711,-118.37718,0
2017,"Portuguese Point","Inner","Laminaria farlowii","kelp - understory",33.73711,-118.37718,0
2017,"Portuguese Point","Inner","Leptogorgia alba","gorgonians",33.73711,-118.37718,0
2017,"Portuguese Point","Inner","Leptogorgia chilensis","gorgonians",33.73711,-118.37718,0
2017,"Portuguese Point","Inner","Muricea californica","gorgonians",33.73711,-118.37718,0
2017,"Portuguese Point","Inner","Muricea fruticosa","gorgonians",33.73711,-118.37718,0
2017,"Portuguese Point","Inner","Pterygophora californica","kelp - understory",33.73711,-118.37718,0
2017,"Portuguese Point","Inner","Saccharina latissima","kelp - understory",33.73711,-118.37718,0
2017,"Portuguese Point","Inner","Stephanocystis spp.","kelp - understory",33.73711,-118.37718,0.0333333333333333
2017,"Portuguese Point","Inner","Undaria pinnatifida","kelp - understory",33.73711,-118.37718,0
2017,"Portuguese Point","Middle","Agarum fimbriatum","kelp - understory",33.73664,-118.37632,0
2017,"Portuguese Point","Middle","Alaria marginata","kelp - understory",33.73664,-118.37632,0
2017,"Portuguese Point","Middle","Desmarestia ligulata","kelp - understory",33.73664,-118.37632,0
2017,"Portuguese Point","Middle","Desmarestia ligulata var. firma","kelp - understory",33.73664,-118.37632,0
2017,"Portuguese Point","Middle","Egregia menziesii","kelp - understory",33.73664,-118.37632,0
2017,"Portuguese Point","Middle","Eisenia arborea","kelp - understory",33.73664,-118.37632,0
2017,"Portuguese Point","Middle","Eugorgia rubens","gorgonians",33.73664,-118.37632,0
2017,"Portuguese Point","Middle","Laminaria farlowii","kelp - understory",33.73664,-118.37632,0
2017,"Portuguese Point","Middle","Leptogorgia alba","gorgonians",33.73664,-118.37632,0
2017,"Portuguese Point","Middle","Leptogorgia chilensis","gorgonians",33.73664,-118.37632,0
2017,"Portuguese Point","Middle","Muricea californica","gorgonians",33.73664,-118.37632,0.366666666666667
2017,"Portuguese Point","Middle","Muricea fruticosa","gorgonians",33.73664,-118.37632,0
2017,"Portuguese Point","Middle","Pterygophora californica","kelp - understory",33.73664,-118.37632,0
2017,"Portuguese Point","Middle","Saccharina latissima","kelp - understory",33.73664,-118.37632,0
2017,"Portuguese Point","Middle","Stephanocystis spp.","kelp - understory",33.73664,-118.37632,0.0916666666666667
2017,"Portuguese Point","Middle","Undaria pinnatifida","kelp - understory",33.73664,-118.37632,0
2017,"Portuguese Point","Outer","Agarum fimbriatum","kelp - understory",33.73542,-118.37528,0
2017,"Portuguese Point","Outer","Alaria marginata","kelp - understory",33.73542,-118.37528,0
2017,"Portuguese Point","Outer","Desmarestia ligulata","kelp - understory",33.73542,-118.37528,0
2017,"Portuguese Point","Outer","Desmarestia ligulata var. firma","kelp - understory",33.73542,-118.37528,0
2017,"Portuguese Point","Outer","Egregia menziesii","kelp - understory",33.73542,-118.37528,0
2017,"Portuguese Point","Outer","Eisenia arborea","kelp - understory",33.73542,-118.37528,0
2017,"Portuguese Point","Outer","Eugorgia rubens","gorgonians",33.73542,-118.37528,0
2017,"Portuguese Point","Outer","Laminaria farlowii","kelp - understory",33.73542,-118.37528,0
2017,"Portuguese Point","Outer","Leptogorgia alba","gorgonians",33.73542,-118.37528,0
2017,"Portuguese Point","Outer","Leptogorgia chilensis","gorgonians",33.73542,-118.37528,0.291666666666667
2017,"Portuguese Point","Outer","Muricea californica","gorgonians",33.73542,-118.37528,1.06666666666667
2017,"Portuguese Point","Outer","Muricea fruticosa","gorgonians",33.73542,-118.37528,0.0916666666666667
2017,"Portuguese Point","Outer","Pterygophora californica","kelp - understory",33.73542,-118.37528,0
2017,"Portuguese Point","Outer","Saccharina latissima","kelp - understory",33.73542,-118.37528,0
2017,"Portuguese Point","Outer","Stephanocystis spp.","kelp - understory",33.73542,-118.37528,0
2017,"Portuguese Point","Outer","Undaria pinnatifida","kelp - understory",33.73542,-118.37528,0
2017,"Portuguese Bend","Inner","Agarum fimbriatum","kelp - understory",33.72827,-118.35692,0
2017,"Portuguese Bend","Inner","Alaria marginata","kelp - understory",33.72827,-118.35692,0
2017,"Portuguese Bend","Inner","Desmarestia ligulata","kelp - understory",33.72827,-118.35692,0
2017,"Portuguese Bend","Inner","Desmarestia ligulata var. firma","kelp - understory",33.72827,-118.35692,0
2017,"Portuguese Bend","Inner","Egregia menziesii","kelp - understory",33.72827,-118.35692,0.283333333333333
2017,"Portuguese Bend","Inner","Eisenia arborea","kelp - understory",33.72827,-118.35692,0
2017,"Portuguese Bend","Inner","Eugorgia rubens","gorgonians",33.72827,-118.35692,0
2017,"Portuguese Bend","Inner","Laminaria farlowii","kelp - understory",33.72827,-118.35692,0
2017,"Portuguese Bend","Inner","Leptogorgia alba","gorgonians",33.72827,-118.35692,0
2017,"Portuguese Bend","Inner","Leptogorgia chilensis","gorgonians",33.72827,-118.35692,0
2017,"Portuguese Bend","Inner","Muricea californica","gorgonians",33.72827,-118.35692,0
2017,"Portuguese Bend","Inner","Muricea fruticosa","gorgonians",33.72827,-118.35692,0
2017,"Portuguese Bend","Inner","Pterygophora californica","kelp - understory",33.72827,-118.35692,0
2017,"Portuguese Bend","Inner","Saccharina latissima","kelp - understory",33.72827,-118.35692,0
2017,"Portuguese Bend","Inner","Stephanocystis spp.","kelp - understory",33.72827,-118.35692,1.26666666666667
2017,"Portuguese Bend","Inner","Undaria pinnatifida","kelp - understory",33.72827,-118.35692,0
2017,"Portuguese Bend","Middle","Agarum fimbriatum","kelp - understory",33.7281,-118.35735,0
2017,"Portuguese Bend","Middle","Alaria marginata","kelp - understory",33.7281,-118.35735,0
2017,"Portuguese Bend","Middle","Desmarestia ligulata","kelp - understory",33.7281,-118.35735,0
2017,"Portuguese Bend","Middle","Desmarestia ligulata var. firma","kelp - understory",33.7281,-118.35735,0
2017,"Portuguese Bend","Middle","Egregia menziesii","kelp - understory",33.7281,-118.35735,0.0583333333333333
2017,"Portuguese Bend","Middle","Eisenia arborea","kelp - understory",33.7281,-118.35735,0
2017,"Portuguese Bend","Middle","Eugorgia rubens","gorgonians",33.7281,-118.35735,0
2017,"Portuguese Bend","Middle","Laminaria farlowii","kelp - understory",33.7281,-118.35735,0.233333333333333
2017,"Portuguese Bend","Middle","Leptogorgia alba","gorgonians",33.7281,-118.35735,0
2017,"Portuguese Bend","Middle","Leptogorgia chilensis","gorgonians",33.7281,-118.35735,0
2017,"Portuguese Bend","Middle","Muricea californica","gorgonians",33.7281,-118.35735,0.208333333333333
2017,"Portuguese Bend","Middle","Muricea fruticosa","gorgonians",33.7281,-118.35735,0
2017,"Portuguese Bend","Middle","Pterygophora californica","kelp - understory",33.7281,-118.35735,0.0166666666666667
2017,"Portuguese Bend","Middle","Saccharina latissima","kelp - understory",33.7281,-118.35735,0
2017,"Portuguese Bend","Middle","Stephanocystis spp.","kelp - understory",33.7281,-118.35735,1.06666666666667
2017,"Portuguese Bend","Middle","Undaria pinnatifida","kelp - understory",33.7281,-118.35735,0
2017,"Portuguese Bend","Outer","Agarum fimbriatum","kelp - understory",33.72744,-118.35767,0.0416666666666667
2017,"Portuguese Bend","Outer","Alaria marginata","kelp - understory",33.72744,-118.35767,0
2017,"Portuguese Bend","Outer","Desmarestia ligulata","kelp - understory",33.72744,-118.35767,0
2017,"Portuguese Bend","Outer","Desmarestia ligulata var. firma","kelp - understory",33.72744,-118.35767,0
2017,"Portuguese Bend","Outer","Egregia menziesii","kelp - understory",33.72744,-118.35767,0
2017,"Portuguese Bend","Outer","Eisenia arborea","kelp - understory",33.72744,-118.35767,0.0583333333333333
2017,"Portuguese Bend","Outer","Eugorgia rubens","gorgonians",33.72744,-118.35767,0
2017,"Portuguese Bend","Outer","Laminaria farlowii","kelp - understory",33.72744,-118.35767,2.21666666666667
2017,"Portuguese Bend","Outer","Leptogorgia alba","gorgonians",33.72744,-118.35767,0
2017,"Portuguese Bend","Outer","Leptogorgia chilensis","gorgonians",33.72744,-118.35767,0
2017,"Portuguese Bend","Outer","Muricea californica","gorgonians",33.72744,-118.35767,0
2017,"Portuguese Bend","Outer","Muricea fruticosa","gorgonians",33.72744,-118.35767,0
2017,"Portuguese Bend","Outer","Pterygophora californica","kelp - understory",33.72744,-118.35767,0.108333333333333
2017,"Portuguese Bend","Outer","Saccharina latissima","kelp - understory",33.72744,-118.35767,0
2017,"Portuguese Bend","Outer","Stephanocystis spp.","kelp - understory",33.72744,-118.35767,0.15
2017,"Portuguese Bend","Outer","Undaria pinnatifida","kelp - understory",33.72744,-118.35767,0
2017,"Portuguese Bend","Deep","Agarum fimbriatum","kelp - understory",33.72611,-118.35827,0
2017,"Portuguese Bend","Deep","Alaria marginata","kelp - understory",33.72611,-118.35827,0
2017,"Portuguese Bend","Deep","Desmarestia ligulata","kelp - understory",33.72611,-118.35827,0
2017,"Portuguese Bend","Deep","Desmarestia ligulata var. firma","kelp - understory",33.72611,-118.35827,0
2017,"Portuguese Bend","Deep","Egregia menziesii","kelp - understory",33.72611,-118.35827,0.00833333333333333
2017,"Portuguese Bend","Deep","Eisenia arborea","kelp - understory",33.72611,-118.35827,0
2017,"Portuguese Bend","Deep","Eugorgia rubens","gorgonians",33.72611,-118.35827,0.0333333333333333
2017,"Portuguese Bend","Deep","Laminaria farlowii","kelp - understory",33.72611,-118.35827,0.075
2017,"Portuguese Bend","Deep","Leptogorgia alba","gorgonians",33.72611,-118.35827,0
2017,"Portuguese Bend","Deep","Leptogorgia chilensis","gorgonians",33.72611,-118.35827,0.191666666666667
2017,"Portuguese Bend","Deep","Muricea californica","gorgonians",33.72611,-118.35827,1.10833333333333
2017,"Portuguese Bend","Deep","Muricea fruticosa","gorgonians",33.72611,-118.35827,0.233333333333333
2017,"Portuguese Bend","Deep","Pterygophora californica","kelp - understory",33.72611,-118.35827,0
2017,"Portuguese Bend","Deep","Saccharina latissima","kelp - understory",33.72611,-118.35827,0
2017,"Portuguese Bend","Deep","Stephanocystis spp.","kelp - understory",33.72611,-118.35827,0.0166666666666667
2017,"Portuguese Bend","Deep","Undaria pinnatifida","kelp - understory",33.72611,-118.35827,0
2017,"Bunker Point","Inner","Agarum fimbriatum","kelp - understory",33.72563,-118.35286,0
2017,"Bunker Point","Inner","Alaria marginata","kelp - understory",33.72563,-118.35286,0
2017,"Bunker Point","Inner","Desmarestia ligulata","kelp - understory",33.72563,-118.35286,0
2017,"Bunker Point","Inner","Desmarestia ligulata var. firma","kelp - understory",33.72563,-118.35286,0
2017,"Bunker Point","Inner","Egregia menziesii","kelp - understory",33.72563,-118.35286,0.208333333333333
2017,"Bunker Point","Inner","Eisenia arborea","kelp - understory",33.72563,-118.35286,0
2017,"Bunker Point","Inner","Eugorgia rubens","gorgonians",33.72563,-118.35286,0
2017,"Bunker Point","Inner","Laminaria farlowii","kelp - understory",33.72563,-118.35286,0
2017,"Bunker Point","Inner","Leptogorgia alba","gorgonians",33.72563,-118.35286,0
2017,"Bunker Point","Inner","Leptogorgia chilensis","gorgonians",33.72563,-118.35286,0
2017,"Bunker Point","Inner","Muricea californica","gorgonians",33.72563,-118.35286,0
2017,"Bunker Point","Inner","Muricea fruticosa","gorgonians",33.72563,-118.35286,0
2017,"Bunker Point","Inner","Pterygophora californica","kelp - understory",33.72563,-118.35286,0
2017,"Bunker Point","Inner","Saccharina latissima","kelp - understory",33.72563,-118.35286,0
2017,"Bunker Point","Inner","Stephanocystis spp.","kelp - understory",33.72563,-118.35286,0.683333333333333
2017,"Bunker Point","Inner","Undaria pinnatifida","kelp - understory",33.72563,-118.35286,0
2017,"Bunker Point","Middle","Agarum fimbriatum","kelp - understory",33.72529,-118.3536,0
2017,"Bunker Point","Middle","Alaria marginata","kelp - understory",33.72529,-118.3536,0
